order_id,customer_id,order_date,shipping_id
32966,20581,2024-03-15,3
32967,6585,2023-09-02,1
32968,13674,2023-01-10,3
32969,24204,2024-01-31,3
32970,17110,2024-04-18,1
32971,5992,2023-09-27,1
32972,12382,2023-02-09,1
32973,6795,2023-02-28,2
32974,10324,2024-04-30,1
32975,22706,2023-04-12,2
32976,7766,2023-03-30,1
32977,10959,2023-08-17,2
32978,8740,2024-03-21,1
32979,24477,2023-10-14,1
32980,15153,2023-08-23,1
32981,23193,2023-07-01,1
32982,16360,2023-11-03,1
32983,5342,2024-06-12,1
32984,2149,2023-10-29,3
32985,13703,2024-06-07,1
32986,22200,2023-04-02,1
32987,18364,2023-01-10,1
32988,17724,2024-01-27,1
32989,14288,2023-01-19,1
32990,23228,2023-02-24,1
32991,3719,2023-01-21,1
32992,24164,2023-02-01,3
32993,19467,2023-07-03,1
32994,16092,2023-09-16,2
32995,6958,2023-03-05,1
32996,18602,2023-09-09,1
32997,19771,2023-10-17,1
32998,2043,2024-01-08,1
32999,22471,2023-03-26,1
33000,15748,2023-06-23,2
33001,19963,2023-06-07,1
33002,6332,2023-03-10,2
33003,24553,2023-10-09,1
33004,14490,2023-11-16,1
33005,14416,2023-04-07,1
33006,18961,2023-04-23,2
33007,316,2023-01-09,1
33008,19601,2024-02-04,1
33009,12169,2023-04-03,2
33010,23813,2023-03-24,1
33011,12949,2024-02-16,1
33012,19997,2023-12-23,2
33013,2396,2024-04-27,1
33014,9929,2023-04-21,1
33015,15863,2024-05-23,1
33016,12503,2023-01-13,1
33017,13498,2023-05-26,1
33018,20940,2023-09-29,1
33019,5486,2024-01-07,1
33020,6759,2023-11-12,1
33021,22264,2023-04-19,1
33022,7703,2023-01-08,1
33023,4205,2023-10-26,1
33024,15674,2023-06-27,1
33025,24333,2023-06-08,2
33026,4744,2023-12-03,2
33027,12567,2023-01-23,2
33028,1128,2024-05-19,3
33029,15409,2023-04-15,2
33030,11620,2023-06-06,1
33031,10394,2024-06-29,2
33032,3639,2024-04-12,1
33033,9012,2024-02-12,2
33034,22655,2023-01-09,2
33035,7835,2023-07-12,1
33036,10110,2023-11-14,1
33037,22885,2023-06-12,1
33038,10536,2023-03-06,1
33039,17851,2023-05-27,1
33040,15933,2023-10-05,1
33041,6737,2023-05-02,2
33042,15196,2023-08-18,1
33043,7727,2023-12-01,1
33044,5295,2023-12-18,1
33045,9208,2023-06-17,1
33046,2961,2023-05-18,1
33047,9491,2024-01-30,3
33048,7970,2024-06-29,1
33049,495,2023-03-28,2
33050,18310,2024-04-11,1
33051,6479,2023-11-16,2
33052,12080,2024-05-21,1
33053,20298,2023-12-06,1
33054,5763,2023-05-23,1
33055,20672,2023-12-02,1
33056,18565,2024-07-02,1
33057,1368,2024-01-27,3
33058,18372,2023-11-12,2
33059,7592,2023-04-29,1
33060,17263,2023-06-04,1
33061,17580,2023-07-22,2
33062,10327,2023-03-26,2
33063,14526,2023-02-28,1
33064,17835,2024-04-24,1
33065,7716,2023-09-06,1
33066,22783,2024-01-09,1
33067,20719,2024-02-15,1
33068,1928,2024-03-24,1
33069,8744,2024-04-11,1
33070,15206,2023-04-20,1
33071,24871,2024-06-16,2
33072,9553,2023-09-10,1
33073,20576,2024-06-15,1
33074,20660,2024-05-01,1
33075,24758,2023-01-21,1
33076,11643,2023-11-01,1
33077,12571,2024-01-03,1
33078,19842,2023-06-09,1
33079,17537,2023-05-05,1
33080,5945,2024-03-14,2
33081,19175,2023-06-23,1
33082,6803,2023-10-23,1
33083,23419,2024-06-10,3
33084,20899,2023-07-31,2
33085,21943,2023-08-03,1
33086,22024,2024-01-04,1
33087,4139,2023-10-16,1
33088,499,2023-04-19,1
33089,10818,2023-01-06,2
33090,15595,2024-02-09,1
33091,6916,2023-11-20,1
33092,14725,2023-06-23,1
33093,4199,2024-04-05,1
33094,11520,2023-05-04,1
33095,4565,2023-12-06,1
33096,5505,2024-05-21,1
33097,1018,2024-02-08,1
33098,17139,2023-08-24,1
33099,12090,2024-02-26,1
33100,2010,2024-05-26,1
33101,5427,2023-01-27,1
33102,16460,2023-06-26,1
33103,20341,2023-02-20,1
33104,7299,2024-01-13,1
33105,15581,2023-10-02,2
33106,17722,2023-02-22,1
33107,20293,2023-10-25,1
33108,22008,2024-02-24,1
33109,12398,2024-04-03,1
33110,8665,2023-08-27,1
33111,4311,2023-01-24,1
33112,15843,2024-04-06,1
33113,13504,2024-03-10,1
33114,6036,2023-04-02,1
33115,9499,2024-04-09,1
33116,1175,2023-12-30,1
33117,3234,2023-04-09,1
33118,15278,2023-08-20,2
33119,5992,2023-08-09,2
33120,7625,2024-05-10,3
33121,7493,2023-11-28,1
33122,19540,2024-02-10,1
33123,23140,2023-06-12,1
33124,4923,2023-08-27,2
33125,8817,2023-01-11,1
33126,22086,2024-06-22,1
33127,15822,2023-07-01,2
33128,24620,2023-09-26,1
33129,20099,2024-05-22,1
33130,15919,2024-02-07,1
33131,22001,2023-08-28,1
33132,17618,2024-03-28,3
33133,272,2023-04-07,3
33134,10072,2023-05-28,1
33135,12629,2024-06-09,1
33136,21885,2023-12-22,3
33137,12055,2023-02-28,1
33138,23928,2024-01-29,1
33139,22809,2023-08-11,1
33140,3075,2024-02-02,1
33141,9126,2023-05-19,1
33142,21850,2024-06-15,1
33143,6526,2024-05-01,3
33144,16602,2024-05-04,2
33145,3760,2023-12-29,1
33146,346,2023-02-06,1
33147,14733,2024-02-01,1
33148,6259,2023-05-21,3
33149,1598,2023-07-07,2
33150,4355,2024-01-06,1
33151,15483,2024-03-20,1
33152,801,2023-10-14,3
33153,10116,2023-10-12,1
33154,22005,2023-08-10,1
33155,17593,2023-02-24,2
33156,8746,2023-07-04,1
33157,8625,2024-03-01,1
33158,19606,2023-01-25,1
33159,14659,2023-06-09,1
33160,5293,2024-03-27,1
33161,13896,2023-07-10,1
33162,13440,2023-01-08,1
33163,8779,2023-10-06,1
33164,10428,2023-11-23,1
33165,6153,2023-09-16,1
33166,20225,2023-05-26,2
33167,3525,2023-07-04,1
33168,24416,2023-01-10,3
33169,1228,2024-05-05,1
33170,6974,2023-01-10,1
33171,11975,2024-05-06,1
33172,24665,2023-07-29,3
33173,534,2023-03-14,1
33174,7027,2023-04-08,1
33175,1159,2023-08-24,1
33176,21147,2023-09-19,1
33177,15986,2023-12-19,3
33178,17751,2023-07-31,2
33179,9543,2024-06-09,1
33180,3385,2024-04-12,1
33181,1350,2023-01-31,1
33182,20710,2024-02-16,1
33183,16312,2023-12-09,2
33184,15676,2023-05-27,1
33185,5512,2023-05-13,2
33186,18027,2023-09-04,1
33187,2050,2023-03-20,2
33188,4899,2023-05-17,1
33189,9153,2023-12-22,2
33190,19786,2024-06-02,2
33191,4493,2023-06-24,1
33192,11072,2023-06-29,1
33193,13630,2023-09-08,1
33194,6292,2023-08-05,1
33195,1270,2023-08-19,1
33196,11193,2023-11-18,1
33197,14824,2023-12-27,1
33198,8718,2023-07-29,1
33199,2210,2024-01-19,1
33200,22907,2023-11-05,1
33201,2232,2024-06-30,2
33202,1125,2023-04-28,1
33203,17756,2024-05-03,2
33204,12317,2023-03-26,1
33205,13785,2024-03-31,1
33206,22534,2024-01-02,3
33207,14155,2024-06-15,1
33208,9336,2023-07-24,1
33209,3087,2023-06-11,1
33210,17865,2023-06-14,1
33211,1860,2024-06-26,2
33212,4833,2024-02-12,1
33213,23416,2023-08-15,1
33214,16594,2024-03-25,2
33215,7790,2024-06-25,3
33216,22079,2024-01-05,1
33217,22009,2023-02-18,2
33218,15509,2023-08-05,1
33219,16565,2023-04-18,2
33220,15510,2023-10-19,1
33221,11909,2023-11-20,1
33222,307,2023-10-03,1
33223,9342,2023-07-10,1
33224,7852,2024-02-27,3
33225,6088,2023-09-19,2
33226,2762,2023-08-17,1
33227,23029,2023-06-01,1
33228,1896,2023-06-08,1
33229,6505,2024-02-06,1
33230,4671,2024-05-18,1
33231,6510,2024-05-17,1
33232,16611,2023-07-11,1
33233,24620,2024-01-14,2
33234,16173,2024-02-25,1
33235,10531,2024-04-17,1
33236,20748,2023-06-17,2
33237,12653,2023-10-17,3
33238,11386,2023-08-31,1
33239,12850,2023-04-06,1
33240,9318,2023-09-08,1
33241,4501,2024-04-03,1
33242,19825,2023-05-31,1
33243,3406,2023-03-08,1
33244,6667,2023-01-21,2
33245,4572,2023-07-22,1
33246,18870,2024-03-05,1
33247,14351,2024-07-04,2
33248,9004,2023-02-17,1
33249,16939,2023-03-05,2
33250,8348,2024-05-05,2
33251,3551,2023-04-07,1
33252,14116,2023-02-05,1
33253,20499,2023-10-09,1
33254,6338,2023-10-28,1
33255,9842,2023-06-22,2
33256,17445,2024-02-27,2
33257,9053,2023-02-08,1
33258,18381,2024-02-03,1
33259,7339,2024-07-04,3
33260,19143,2023-11-29,1
33261,20429,2023-12-19,2
33262,8421,2023-02-09,2
33263,4187,2023-08-02,1
33264,17722,2023-11-29,1
33265,7105,2024-01-30,3
33266,13298,2024-01-21,2
33267,11248,2023-05-18,3
33268,2792,2023-09-10,1
33269,19231,2024-05-16,1
33270,15503,2023-02-07,3
33271,23836,2024-05-19,2
33272,7590,2023-02-17,1
33273,24304,2023-03-05,1
33274,13592,2023-12-23,1
33275,3385,2024-06-05,1
33276,19079,2023-05-19,2
33277,18827,2023-07-16,1
33278,11263,2023-04-22,3
33279,5161,2023-07-25,1
33280,6858,2024-06-16,2
33281,24127,2023-12-16,1
33282,8604,2024-05-22,1
33283,20605,2023-01-05,2
33284,8205,2024-02-18,1
33285,15595,2023-01-10,1
33286,4927,2024-04-04,1
33287,3953,2023-12-10,3
33288,19190,2023-12-09,1
33289,12400,2023-12-21,1
33290,24487,2024-06-03,1
33291,11125,2024-07-03,2
33292,931,2023-03-06,1
33293,2538,2023-04-30,1
33294,14710,2024-04-29,2
33295,20985,2024-05-03,1
33296,3130,2023-05-02,1
33297,24279,2023-04-04,3
33298,7365,2023-12-22,1
33299,22057,2023-08-14,2
33300,15781,2024-04-23,1
33301,16788,2023-01-27,2
33302,16110,2023-04-27,1
33303,24178,2024-03-22,1
33304,23143,2024-05-05,1
33305,19265,2023-09-01,1
33306,14239,2023-01-19,1
33307,20507,2024-07-03,1
33308,13970,2023-05-05,1
33309,15189,2023-12-10,1
33310,19112,2023-10-26,1
33311,22666,2023-02-02,2
33312,23296,2024-04-12,2
33313,11706,2023-11-21,2
33314,7917,2023-07-04,2
33315,15298,2023-05-12,1
33316,20806,2024-02-20,1
33317,20554,2023-09-22,1
33318,5257,2023-10-15,2
33319,18507,2023-02-08,2
33320,8263,2024-02-14,1
33321,131,2023-03-23,1
33322,21882,2023-09-05,2
33323,11562,2023-05-18,1
33324,23902,2024-01-17,1
33325,13286,2024-04-11,1
33326,19260,2023-07-25,1
33327,19896,2023-01-27,1
33328,16599,2023-05-10,1
33329,9111,2024-02-14,1
33330,15963,2024-07-01,1
33331,2250,2024-04-15,2
33332,3019,2024-07-02,1
33333,18793,2023-01-29,3
33334,16220,2023-05-20,1
33335,6258,2024-06-19,1
33336,24594,2023-11-22,1
33337,3184,2023-01-10,2
33338,4049,2024-04-17,1
33339,12555,2023-10-14,1
33340,1058,2023-12-03,1
33341,657,2023-12-05,1
33342,1985,2023-02-01,1
33343,20838,2023-07-27,1
33344,14859,2023-07-08,1
33345,2561,2023-03-23,1
33346,21249,2023-05-24,1
33347,1491,2024-02-16,1
33348,13334,2023-07-01,1
33349,15296,2024-06-24,1
33350,11455,2024-01-23,1
33351,4267,2024-02-25,1
33352,12915,2023-06-26,1
33353,11184,2024-05-04,2
33354,24500,2023-08-16,2
33355,19832,2023-02-02,1
33356,23821,2024-05-23,1
33357,24591,2023-06-05,1
33358,3305,2023-02-18,1
33359,24118,2024-02-01,1
33360,21995,2023-09-21,1
33361,4038,2024-01-11,1
33362,11651,2023-11-20,1
33363,15264,2023-12-21,1
33364,15886,2023-10-06,1
33365,5688,2023-11-08,1
33366,2689,2024-06-09,2
33367,24095,2023-03-22,1
33368,9799,2024-05-10,1
33369,8907,2023-11-30,3
33370,14429,2023-01-23,1
33371,1252,2023-11-18,1
33372,20117,2023-07-31,1
33373,17207,2024-05-13,2
33374,24789,2023-11-19,3
33375,4569,2023-03-13,1
33376,21482,2023-05-15,1
33377,21475,2024-01-06,2
33378,24816,2024-03-02,1
33379,6100,2023-04-07,3
33380,20903,2023-10-12,1
33381,1693,2023-04-21,2
33382,5035,2023-09-21,3
33383,13940,2024-06-11,1
33384,22510,2023-02-14,1
33385,24823,2023-09-14,1
33386,11329,2023-06-09,1
33387,15362,2023-10-18,1
33388,3980,2023-05-17,2
33389,21802,2024-04-21,1
33390,19917,2023-05-04,1
33391,11128,2024-05-27,1
33392,9199,2023-04-03,1
33393,8441,2023-06-30,1
33394,12576,2023-11-06,2
33395,6243,2023-07-23,2
33396,15342,2023-12-19,1
33397,9721,2023-04-25,1
33398,494,2023-10-12,1
33399,3263,2023-07-01,1
33400,16222,2023-06-13,2
33401,21360,2024-01-12,2
33402,12763,2024-05-02,2
33403,14966,2023-07-07,1
33404,21142,2023-05-11,1
33405,16138,2023-03-18,1
33406,19576,2023-01-07,2
33407,15934,2024-03-18,3
33408,2992,2023-09-30,1
33409,10386,2023-12-26,1
33410,7208,2023-07-08,1
33411,22053,2023-07-15,1
33412,23359,2023-11-25,1
33413,2457,2023-10-21,2
33414,1127,2023-10-22,1
33415,13735,2024-01-12,2
33416,14954,2023-10-06,1
33417,6611,2023-07-08,1
33418,4036,2024-03-09,1
33419,2298,2023-04-27,1
33420,22134,2024-02-02,1
33421,9805,2024-05-08,1
33422,6174,2024-03-27,1
33423,22264,2023-06-04,1
33424,18844,2024-05-15,1
33425,22726,2023-08-16,1
33426,8588,2023-01-26,1
33427,2693,2023-05-31,2
33428,8221,2023-02-03,1
33429,21245,2023-01-15,1
33430,10956,2023-09-14,1
33431,1906,2023-10-24,3
33432,12157,2024-05-17,2
33433,9634,2023-12-11,1
33434,4050,2023-04-06,1
33435,11515,2023-03-15,1
33436,10576,2023-10-12,1
33437,6359,2024-02-23,1
33438,15349,2024-03-31,1
33439,16134,2023-02-22,2
33440,18777,2024-04-19,3
33441,1886,2024-04-05,1
33442,21994,2023-11-18,1
33443,1497,2024-07-03,2
33444,2968,2024-04-08,2
33445,7744,2023-06-14,2
33446,10078,2024-04-01,3
33447,10067,2024-05-22,1
33448,20200,2023-05-21,1
33449,12065,2024-02-03,1
33450,20869,2023-10-28,1
33451,2608,2023-06-14,1
33452,23134,2024-04-02,3
33453,3257,2024-01-18,1
33454,18967,2023-06-23,1
33455,13959,2023-06-05,1
33456,21547,2023-12-16,1
33457,18966,2023-01-10,1
33458,14308,2023-11-21,3
33459,4325,2023-02-17,1
33460,3002,2023-02-07,1
33461,16152,2024-05-08,2
33462,14431,2023-07-24,2
33463,15819,2024-02-09,1
33464,17893,2024-04-20,1
33465,6600,2023-10-19,1
33466,24067,2023-07-08,2
33467,13930,2024-02-15,1
33468,13345,2023-01-12,1
33469,18672,2023-11-30,1
33470,2597,2024-02-09,1
33471,11681,2023-11-04,1
33472,14859,2024-04-24,3
33473,9725,2023-07-29,1
33474,19952,2023-02-19,1
33475,2687,2023-03-03,1
33476,1107,2023-01-07,1
33477,21781,2023-09-10,1
33478,20247,2023-05-01,2
33479,22970,2024-01-02,1
33480,17977,2024-05-21,3
33481,10761,2023-07-01,1
33482,5655,2023-07-26,1
33483,15021,2024-07-03,3
33484,12080,2023-05-10,2
33485,22486,2023-09-28,3
33486,24933,2024-02-21,1
33487,7465,2023-04-01,1
33488,5196,2023-01-09,2
33489,14901,2024-05-12,3
33490,19331,2023-09-07,2
33491,15228,2024-01-02,1
33492,2995,2023-02-04,1
33493,21606,2023-07-28,2
33494,19047,2024-01-03,2
33495,9076,2023-03-04,1
33496,11046,2023-01-09,1
33497,338,2023-08-02,2
33498,13410,2023-03-05,1
33499,18266,2024-03-14,2
33500,15483,2023-09-18,1
33501,8911,2024-05-08,2
33502,24409,2023-03-03,1
33503,9665,2023-12-21,1
33504,15309,2023-05-08,2
33505,14856,2023-07-27,1
33506,23341,2023-12-12,1
33507,13573,2023-01-04,1
33508,1574,2023-06-11,1
33509,1713,2023-07-22,3
33510,9923,2023-11-12,1
33511,4932,2023-11-14,2
33512,1106,2023-11-19,1
33513,15345,2023-08-19,1
33514,3940,2024-04-22,1
33515,11206,2023-09-23,1
33516,8499,2023-02-12,1
33517,1153,2024-06-26,1
33518,12424,2023-01-31,1
33519,2183,2024-01-29,1
33520,3327,2024-02-13,1
33521,18004,2023-07-14,2
33522,14420,2023-01-29,1
33523,2619,2023-09-07,1
33524,11627,2023-02-23,1
33525,15630,2024-01-29,2
33526,19499,2023-10-31,1
33527,16424,2023-08-08,1
33528,273,2023-03-22,1
33529,7445,2023-03-03,1
33530,9531,2024-04-19,2
33531,13722,2023-04-01,1
33532,14136,2023-03-24,1
33533,16112,2024-05-22,2
33534,3289,2024-05-07,2
33535,13601,2023-02-24,1
33536,10934,2023-08-23,1
33537,23022,2023-10-16,1
33538,17674,2023-09-22,3
33539,23527,2023-05-04,1
33540,5304,2023-10-03,1
33541,24719,2024-05-14,1
33542,1559,2023-09-23,1
33543,23293,2023-04-18,2
33544,15123,2023-03-09,2
33545,5816,2023-08-13,3
33546,6112,2023-04-17,1
33547,7940,2023-02-04,1
33548,13802,2024-03-16,3
33549,11543,2023-04-18,1
33550,15916,2024-06-05,1
33551,3975,2024-04-18,1
33552,4976,2023-12-15,1
33553,5165,2024-01-01,1
33554,4515,2023-03-23,1
33555,19662,2024-04-30,3
33556,10866,2023-05-25,1
33557,23812,2023-02-18,1
33558,18008,2023-10-27,1
33559,6825,2023-05-04,2
33560,2264,2024-03-27,1
33561,24863,2024-05-03,1
33562,12741,2023-06-01,1
33563,8127,2023-09-02,3
33564,16018,2024-01-30,1
33565,3828,2023-11-02,1
33566,14803,2023-09-10,1
33567,2434,2023-09-20,1
33568,19332,2023-03-12,1
33569,175,2023-10-29,1
33570,5912,2023-07-18,1
33571,737,2023-06-17,3
33572,17689,2023-09-27,1
33573,16774,2024-04-09,1
33574,17209,2023-06-26,1
33575,6176,2023-05-25,1
33576,24834,2024-05-31,2
33577,16081,2023-09-27,2
33578,1026,2023-08-23,1
33579,9237,2024-01-24,1
33580,14885,2023-08-17,1
33581,2405,2023-05-22,1
33582,21091,2023-12-12,1
33583,15598,2024-01-18,1
33584,12848,2023-01-03,1
33585,7645,2023-08-07,3
33586,22243,2024-01-24,1
33587,10073,2023-06-16,1
33588,13631,2023-09-30,3
33589,5439,2023-06-01,2
33590,21748,2024-01-30,1
33591,518,2024-02-24,1
33592,17078,2023-02-17,1
33593,23228,2023-04-25,1
33594,10966,2024-03-26,1
33595,10255,2023-11-23,1
33596,17214,2024-02-15,1
33597,23622,2023-04-19,2
33598,3081,2023-07-15,1
33599,1365,2023-02-19,1
33600,22852,2023-10-10,1
33601,5926,2023-04-11,1
33602,13344,2024-05-17,1
33603,22916,2024-05-19,1
33604,530,2024-03-13,1
33605,20968,2024-06-28,1
33606,6964,2024-05-10,2
33607,5622,2023-12-24,1
33608,8882,2023-11-12,1
33609,9665,2024-04-05,1
33610,24006,2023-06-06,1
33611,24376,2024-04-06,1
33612,22454,2023-07-14,1
33613,7308,2024-01-09,1
33614,4628,2024-06-29,1
33615,10637,2023-08-21,3
33616,8450,2023-04-26,1
33617,8934,2023-06-06,1
33618,18017,2024-06-29,1
33619,15474,2023-01-08,2
33620,6232,2023-07-01,1
33621,3196,2024-05-23,1
33622,14849,2023-04-06,3
33623,19384,2023-08-21,1
33624,17166,2023-11-14,2
33625,16636,2023-03-31,1
33626,24418,2024-02-19,2
33627,3523,2024-05-30,2
33628,6364,2023-01-02,1
33629,19004,2023-02-01,1
33630,17429,2023-06-14,1
33631,17410,2024-01-28,1
33632,1742,2023-01-30,1
33633,16287,2023-01-07,2
33634,13602,2024-05-07,3
33635,10814,2024-04-12,2
33636,21500,2023-07-05,3
33637,12505,2024-03-02,1
33638,23937,2023-08-13,1
33639,5527,2023-09-01,1
33640,5769,2023-11-20,1
33641,20281,2024-06-21,1
33642,2913,2023-04-04,1
33643,21966,2024-03-09,3
33644,5716,2024-06-29,1
33645,22606,2023-08-12,1
33646,6766,2023-08-15,1
33647,12151,2023-05-31,2
33648,18936,2023-10-03,1
33649,6565,2023-12-09,1
33650,13329,2023-11-05,2
33651,8761,2023-09-25,1
33652,11613,2023-06-13,2
33653,5665,2024-06-25,3
33654,5510,2023-03-19,1
33655,15624,2023-03-10,1
33656,24219,2023-03-31,1
33657,7626,2024-07-03,1
33658,20708,2023-04-29,1
33659,15003,2023-10-27,1
33660,12407,2024-02-27,1
33661,16968,2024-05-19,1
33662,20204,2023-07-10,1
33663,14838,2024-02-02,3
33664,23557,2024-02-25,1
33665,18842,2023-10-08,3
33666,9699,2024-05-10,1
33667,3837,2023-05-24,1
33668,20495,2024-03-24,2
33669,8693,2023-02-10,1
33670,20898,2023-03-12,1
33671,18242,2024-05-12,2
33672,21892,2023-03-11,1
33673,13805,2023-12-16,1
33674,16883,2023-04-01,1
33675,22361,2023-10-18,1
33676,20732,2023-03-15,1
33677,24342,2023-08-21,1
33678,23038,2023-02-28,1
33679,11163,2023-09-08,1
33680,17031,2024-02-27,1
33681,11798,2024-02-19,1
33682,11213,2024-03-06,1
33683,2476,2023-01-07,1
33684,23405,2024-05-01,2
33685,2064,2024-02-07,2
33686,9100,2024-05-24,1
33687,6698,2023-07-30,1
33688,7612,2023-09-02,1
33689,23828,2024-03-26,1
33690,19633,2023-04-25,2
33691,23322,2024-06-17,3
33692,10885,2023-05-22,3
33693,19014,2023-07-07,1
33694,21543,2023-07-08,1
33695,14798,2024-01-11,3
33696,246,2023-02-22,1
33697,15328,2023-11-09,2
33698,20908,2023-05-14,1
33699,6983,2024-06-29,1
33700,15691,2023-06-24,1
33701,9799,2023-12-26,1
33702,12411,2023-01-13,1
33703,18937,2023-09-21,1
33704,11289,2023-04-12,1
33705,8009,2023-03-18,1
33706,22875,2023-04-22,1
33707,2213,2024-04-18,1
33708,15556,2023-01-28,1
33709,4257,2023-09-08,1
33710,14187,2023-02-15,1
33711,14150,2023-08-29,2
33712,22254,2023-06-23,2
33713,20411,2023-10-03,1
33714,15865,2023-09-03,1
33715,3230,2023-09-10,1
33716,8134,2024-04-26,1
33717,24846,2023-12-31,1
33718,1319,2023-07-03,2
33719,12004,2023-08-26,1
33720,7696,2023-09-04,2
33721,12444,2023-06-23,1
33722,15801,2023-09-19,2
33723,4782,2024-05-16,3
33724,24290,2024-04-13,1
33725,6477,2024-04-11,2
33726,9320,2023-09-09,2
33727,16761,2023-12-15,1
33728,12690,2024-03-31,1
33729,5811,2023-06-11,2
33730,10114,2023-11-27,1
33731,2015,2024-06-12,2
33732,5029,2023-05-08,3
33733,14775,2024-05-28,1
33734,20940,2023-11-13,2
33735,11825,2024-04-26,1
33736,7051,2023-08-23,1
33737,24168,2023-01-15,1
33738,7899,2024-01-27,2
33739,3098,2023-03-29,1
33740,10518,2023-03-19,1
33741,12780,2023-08-17,1
33742,6685,2024-03-04,3
33743,24930,2023-12-25,1
33744,10209,2023-01-21,1
33745,2817,2023-12-03,1
33746,4039,2023-03-09,1
33747,9222,2024-01-30,1
33748,16852,2023-09-24,3
33749,21974,2023-12-27,1
33750,19725,2023-04-09,2
33751,4223,2023-11-29,2
33752,9074,2024-04-12,2
33753,17559,2024-06-12,1
33754,17543,2024-02-14,1
33755,13158,2023-05-24,1
33756,9454,2023-04-08,1
33757,17999,2024-05-22,1
33758,17179,2023-12-07,2
33759,18311,2023-10-16,1
33760,6988,2024-03-21,1
33761,13477,2023-06-07,2
33762,16628,2023-05-28,2
33763,22741,2023-08-09,1
33764,10959,2024-07-04,1
33765,2150,2024-02-20,1
33766,1673,2024-04-09,1
33767,4182,2024-02-20,3
33768,16677,2023-09-06,3
33769,13969,2023-02-09,3
33770,24135,2023-04-23,1
33771,11301,2024-05-20,1
33772,7956,2024-04-17,1
33773,18466,2023-09-10,1
33774,2298,2023-09-20,1
33775,8405,2023-05-03,1
33776,21064,2023-12-06,1
33777,2278,2024-02-20,1
33778,6019,2024-05-11,1
33779,10792,2023-09-12,1
33780,17389,2023-09-04,1
33781,12788,2024-07-03,1
33782,6060,2023-10-26,1
33783,15633,2023-09-18,2
33784,18069,2024-02-26,1
33785,10174,2023-07-21,1
33786,21823,2024-06-26,1
33787,22304,2023-03-26,3
33788,14966,2023-08-01,2
33789,7330,2024-07-02,2
33790,22084,2023-06-15,3
33791,5290,2023-12-23,1
33792,3977,2023-11-02,1
33793,21961,2023-01-26,1
33794,17558,2023-05-25,1
33795,20867,2024-03-20,1
33796,1535,2023-05-12,1
33797,17751,2024-01-05,1
33798,22042,2023-12-29,1
33799,19391,2023-11-06,1
33800,23419,2024-05-23,1
33801,8709,2023-07-19,2
33802,15843,2023-08-26,2
33803,11179,2023-10-09,2
33804,5142,2023-01-25,2
33805,12957,2024-02-10,1
33806,7403,2023-06-09,1
33807,476,2024-02-13,2
33808,16321,2024-05-05,3
33809,16286,2023-06-07,1
33810,5367,2023-08-01,1
33811,21048,2024-02-09,1
33812,10964,2024-03-02,1
33813,15420,2023-02-14,1
33814,4525,2023-09-30,1
33815,1556,2024-02-26,3
33816,13575,2023-02-07,2
33817,10841,2023-12-20,2
33818,10494,2023-01-04,2
33819,3850,2024-04-10,1
33820,22486,2023-03-19,1
33821,2358,2023-01-21,1
33822,15940,2023-11-11,2
33823,13951,2024-02-18,1
33824,24446,2023-01-25,1
33825,12373,2023-11-09,1
33826,2467,2023-01-03,1
33827,20197,2023-04-17,1
33828,6048,2023-10-23,1
33829,20617,2023-10-24,1
33830,9997,2023-12-19,1
33831,24051,2023-04-18,1
33832,13601,2023-08-03,1
33833,5090,2023-05-02,1
33834,3651,2024-06-24,1
33835,13442,2023-02-04,1
33836,20003,2023-12-25,1
33837,15475,2024-04-19,1
33838,7848,2023-02-02,1
33839,3854,2023-05-27,1
33840,6761,2023-06-24,3
33841,400,2023-08-04,1
33842,14825,2023-03-04,1
33843,3435,2023-02-17,3
33844,12166,2023-05-05,2
33845,14990,2023-02-28,1
33846,24131,2023-01-14,1
33847,19103,2024-05-20,1
33848,18467,2023-07-05,3
33849,627,2024-02-11,1
33850,23596,2023-05-09,2
33851,20010,2024-04-25,1
33852,244,2024-03-18,2
33853,4330,2023-02-11,1
33854,2310,2024-01-21,1
33855,1431,2024-05-15,1
33856,14857,2023-01-17,1
33857,964,2023-05-06,1
33858,15396,2023-08-10,2
33859,23478,2024-04-12,2
33860,11882,2023-04-18,2
33861,19084,2023-05-24,1
33862,13759,2023-02-12,2
33863,17120,2023-04-22,3
33864,1038,2023-01-02,2
33865,19746,2024-02-27,1
33866,18591,2023-01-16,1
33867,4107,2024-06-30,3
33868,12139,2024-03-18,1
33869,20056,2024-06-26,2
33870,18798,2023-06-24,1
33871,555,2023-07-08,1
33872,21112,2024-03-31,1
33873,20071,2023-05-31,1
33874,50,2023-01-05,1
33875,730,2024-05-21,1
33876,3423,2023-12-03,1
33877,5563,2023-03-01,2
33878,4751,2024-01-20,1
33879,9599,2024-02-06,2
33880,18190,2023-08-12,1
33881,20027,2023-09-23,1
33882,16189,2023-09-07,1
33883,21625,2024-04-05,1
33884,11926,2024-02-20,1
33885,20208,2023-03-17,1
33886,4775,2023-06-14,1
33887,6368,2024-03-28,1
33888,12568,2024-06-25,1
33889,2148,2023-04-10,1
33890,15982,2023-04-10,1
33891,13360,2024-03-26,1
33892,12207,2024-04-10,2
33893,24698,2023-12-13,1
33894,146,2023-07-09,1
33895,22871,2023-06-17,2
33896,16738,2023-01-23,2
33897,15711,2023-09-30,1
33898,16654,2023-09-11,1
