inventory_id,product_id,warehouse_id,stock_level
6019,1204,4,256
6020,1204,5,53
6021,1205,1,442
6022,1205,2,378
6023,1205,3,82
6024,1205,4,200
6025,1205,5,127
6026,1206,1,409
6027,1206,2,392
6028,1206,3,450
6029,1206,4,340
6030,1206,5,384
6031,1207,1,10
6032,1207,2,387
6033,1207,3,133
6034,1207,4,219
6035,1207,5,450
6036,1208,1,457
6037,1208,2,235
6038,1208,3,284
6039,1208,4,438
6040,1208,5,137
6041,1209,1,397
6042,1209,2,53
6043,1209,3,298
6044,1209,4,229
6045,1209,5,462
6046,1210,1,249
6047,1210,2,470
6048,1210,3,272
6049,1210,4,104
6050,1210,5,114
6051,1211,1,126
6052,1211,2,339
6053,1211,3,52
6054,1211,4,1
6055,1211,5,147
6056,1212,1,362
6057,1212,2,160
6058,1212,3,334
6059,1212,4,343
6060,1212,5,140
6061,1213,1,44
6062,1213,2,390
6063,1213,3,199
6064,1213,4,33
6065,1213,5,162
6066,1214,1,257
6067,1214,2,405
6068,1214,3,81
6069,1214,4,263
6070,1214,5,468
6071,1215,1,355
6072,1215,2,26
6073,1215,3,16
6074,1215,4,267
6075,1215,5,336
6076,1216,1,36
6077,1216,2,251
6078,1216,3,61
6079,1216,4,68
6080,1216,5,479
6081,1217,1,490
6082,1217,2,206
6083,1217,3,25
6084,1217,4,111
6085,1217,5,296
6086,1218,1,355
6087,1218,2,87
6088,1218,3,497
6089,1218,4,464
6090,1218,5,181
6091,1219,1,31
6092,1219,2,411
6093,1219,3,216
6094,1219,4,487
6095,1219,5,294
6096,1220,1,176
6097,1220,2,279
6098,1220,3,24
6099,1220,4,237
6100,1220,5,96
6101,1221,1,259
6102,1221,2,79
6103,1221,3,111
6104,1221,4,125
6105,1221,5,71
6106,1222,1,139
6107,1222,2,467
6108,1222,3,1
6109,1222,4,72
6110,1222,5,288
6111,1223,1,53
6112,1223,2,5
6113,1223,3,254
6114,1223,4,188
6115,1223,5,165
6116,1224,1,140
6117,1224,2,186
6118,1224,3,102
6119,1224,4,359
6120,1224,5,212
6121,1225,1,312
6122,1225,2,449
6123,1225,3,73
6124,1225,4,421
6125,1225,5,311
6126,1226,1,297
6127,1226,2,18
6128,1226,3,361
6129,1226,4,499
6130,1226,5,117
6131,1227,1,309
6132,1227,2,319
6133,1227,3,329
6134,1227,4,334
6135,1227,5,351
6136,1228,1,126
6137,1228,2,90
6138,1228,3,429
6139,1228,4,378
6140,1228,5,293
6141,1229,1,499
6142,1229,2,321
6143,1229,3,203
6144,1229,4,378
6145,1229,5,415
6146,1230,1,198
6147,1230,2,433
6148,1230,3,490
6149,1230,4,100
6150,1230,5,80
6151,1231,1,478
6152,1231,2,221
6153,1231,3,44
6154,1231,4,257
6155,1231,5,86
6156,1232,1,126
6157,1232,2,447
6158,1232,3,241
6159,1232,4,0
6160,1232,5,18
6161,1233,1,356
6162,1233,2,275
6163,1233,3,122
6164,1233,4,107
6165,1233,5,20
6166,1234,1,418
6167,1234,2,285
6168,1234,3,75
6169,1234,4,262
6170,1234,5,423
6171,1235,1,326
6172,1235,2,95
6173,1235,3,488
6174,1235,4,172
6175,1235,5,211
6176,1236,1,398
6177,1236,2,270
6178,1236,3,370
6179,1236,4,240
6180,1236,5,200
6181,1237,1,413
6182,1237,2,157
6183,1237,3,179
6184,1237,4,432
6185,1237,5,302
6186,1238,1,276
6187,1238,2,227
6188,1238,3,89
6189,1238,4,33
6190,1238,5,14
6191,1239,1,197
6192,1239,2,476
6193,1239,3,227
6194,1239,4,112
6195,1239,5,397
6196,1240,1,421
6197,1240,2,299
6198,1240,3,329
6199,1240,4,111
6200,1240,5,86
6201,1241,1,489
6202,1241,2,310
6203,1241,3,417
6204,1241,4,138
6205,1241,5,183
6206,1242,1,28
6207,1242,2,80
6208,1242,3,68
6209,1242,4,424
6210,1242,5,212
6211,1243,1,452
6212,1243,2,210
6213,1243,3,215
6214,1243,4,194
6215,1243,5,456
6216,1244,1,212
6217,1244,2,363
6218,1244,3,400
6219,1244,4,38
6220,1244,5,194
6221,1245,1,194
6222,1245,2,222
6223,1245,3,494
6224,1245,4,94
6225,1245,5,105
6226,1246,1,411
6227,1246,2,35
6228,1246,3,407
6229,1246,4,366
6230,1246,5,315
6231,1247,1,138
6232,1247,2,362
6233,1247,3,97
6234,1247,4,494
6235,1247,5,100
6236,1248,1,66
6237,1248,2,85
6238,1248,3,261
6239,1248,4,490
6240,1248,5,377
6241,1249,1,367
6242,1249,2,12
6243,1249,3,234
6244,1249,4,45
6245,1249,5,407
6246,1250,1,50
6247,1250,2,378
6248,1250,3,316
6249,1250,4,286
6250,1250,5,394
6251,1251,1,393
6252,1251,2,12
6253,1251,3,104
6254,1251,4,467
6255,1251,5,250
6256,1252,1,226
6257,1252,2,107
6258,1252,3,102
6259,1252,4,21
6260,1252,5,312
6261,1253,1,234
6262,1253,2,491
6263,1253,3,157
6264,1253,4,268
6265,1253,5,475
6266,1254,1,249
6267,1254,2,448
6268,1254,3,13
6269,1254,4,125
6270,1254,5,457
6271,1255,1,431
6272,1255,2,106
6273,1255,3,82
6274,1255,4,423
6275,1255,5,39
6276,1256,1,458
6277,1256,2,160
6278,1256,3,14
6279,1256,4,89
6280,1256,5,480
6281,1257,1,365
6282,1257,2,216
6283,1257,3,194
6284,1257,4,405
6285,1257,5,257
6286,1258,1,435
6287,1258,2,325
6288,1258,3,473
6289,1258,4,246
6290,1258,5,17
6291,1259,1,205
6292,1259,2,306
6293,1259,3,142
6294,1259,4,287
6295,1259,5,267
6296,1260,1,463
6297,1260,2,62
6298,1260,3,244
6299,1260,4,385
6300,1260,5,274
6301,1261,1,413
6302,1261,2,240
6303,1261,3,178
6304,1261,4,434
6305,1261,5,348
6306,1262,1,244
6307,1262,2,343
6308,1262,3,456
6309,1262,4,462
6310,1262,5,269
6311,1263,1,238
6312,1263,2,431
6313,1263,3,192
6314,1263,4,347
6315,1263,5,210
6316,1264,1,251
6317,1264,2,385
6318,1264,3,272
6319,1264,4,359
6320,1264,5,260
6321,1265,1,108
6322,1265,2,333
6323,1265,3,337
6324,1265,4,330
6325,1265,5,419
6326,1266,1,20
6327,1266,2,60
6328,1266,3,60
6329,1266,4,111
6330,1266,5,348
6331,1267,1,54
6332,1267,2,394
6333,1267,3,216
6334,1267,4,152
6335,1267,5,204
6336,1268,1,68
6337,1268,2,169
6338,1268,3,288
6339,1268,4,486
6340,1268,5,133
6341,1269,1,43
6342,1269,2,82
6343,1269,3,18
6344,1269,4,15
6345,1269,5,487
6346,1270,1,207
6347,1270,2,455
6348,1270,3,38
6349,1270,4,429
6350,1270,5,119
6351,1271,1,197
6352,1271,2,192
6353,1271,3,41
6354,1271,4,485
6355,1271,5,361
6356,1272,1,37
6357,1272,2,492
6358,1272,3,402
6359,1272,4,11
6360,1272,5,55
6361,1273,1,91
6362,1273,2,107
6363,1273,3,237
6364,1273,4,406
6365,1273,5,217
6366,1274,1,153
6367,1274,2,198
6368,1274,3,401
6369,1274,4,452
6370,1274,5,33
6371,1275,1,131
6372,1275,2,143
6373,1275,3,464
6374,1275,4,303
6375,1275,5,171
6376,1276,1,238
6377,1276,2,246
6378,1276,3,485
6379,1276,4,225
6380,1276,5,157
6381,1277,1,484
6382,1277,2,465
6383,1277,3,292
6384,1277,4,451
6385,1277,5,394
6386,1278,1,314
6387,1278,2,109
6388,1278,3,20
6389,1278,4,473
6390,1278,5,337
6391,1279,1,34
6392,1279,2,227
6393,1279,3,96
6394,1279,4,112
6395,1279,5,428
6396,1280,1,158
6397,1280,2,267
6398,1280,3,390
6399,1280,4,80
6400,1280,5,117
6401,1281,1,89
6402,1281,2,422
6403,1281,3,420
6404,1281,4,133
6405,1281,5,123
6406,1282,1,173
6407,1282,2,268
6408,1282,3,52
6409,1282,4,139
6410,1282,5,414
6411,1283,1,302
6412,1283,2,425
6413,1283,3,209
6414,1283,4,345
6415,1283,5,498
6416,1284,1,149
6417,1284,2,478
6418,1284,3,113
6419,1284,4,0
6420,1284,5,452
6421,1285,1,123
6422,1285,2,219
6423,1285,3,121
6424,1285,4,345
6425,1285,5,108
6426,1286,1,151
6427,1286,2,207
6428,1286,3,10
6429,1286,4,176
6430,1286,5,327
6431,1287,1,344
6432,1287,2,332
6433,1287,3,481
6434,1287,4,232
6435,1287,5,262
6436,1288,1,135
6437,1288,2,145
6438,1288,3,290
6439,1288,4,313
6440,1288,5,389
6441,1289,1,393
6442,1289,2,218
6443,1289,3,7
6444,1289,4,409
6445,1289,5,83
6446,1290,1,69
6447,1290,2,213
6448,1290,3,159
6449,1290,4,2
6450,1290,5,380
6451,1291,1,296
6452,1291,2,433
6453,1291,3,23
6454,1291,4,390
6455,1291,5,62
6456,1292,1,239
6457,1292,2,312
6458,1292,3,435
6459,1292,4,96
6460,1292,5,249
6461,1293,1,479
6462,1293,2,123
6463,1293,3,91
6464,1293,4,279
6465,1293,5,291
6466,1294,1,155
6467,1294,2,141
6468,1294,3,81
6469,1294,4,22
6470,1294,5,403
6471,1295,1,489
6472,1295,2,366
6473,1295,3,16
6474,1295,4,339
6475,1295,5,42
6476,1296,1,260
6477,1296,2,395
6478,1296,3,463
6479,1296,4,267
6480,1296,5,305
6481,1297,1,180
6482,1297,2,425
6483,1297,3,117
6484,1297,4,108
6485,1297,5,91
6486,1298,1,493
6487,1298,2,407
6488,1298,3,397
6489,1298,4,215
6490,1298,5,24
6491,1299,1,231
6492,1299,2,181
6493,1299,3,0
6494,1299,4,385
6495,1299,5,92
6496,1300,1,407
6497,1300,2,374
6498,1300,3,424
6499,1300,4,17
6500,1300,5,296
6501,1301,1,36
6502,1301,2,101
6503,1301,3,356
6504,1301,4,377
6505,1301,5,252
6506,1302,1,7
6507,1302,2,498
6508,1302,3,414
6509,1302,4,54
6510,1302,5,3
6511,1303,1,204
6512,1303,2,328
6513,1303,3,182
6514,1303,4,203
6515,1303,5,465
6516,1304,1,382
6517,1304,2,175
6518,1304,3,40
6519,1304,4,433
6520,1304,5,90
6521,1305,1,473
6522,1305,2,267
6523,1305,3,483
6524,1305,4,440
6525,1305,5,132
6526,1306,1,383
6527,1306,2,456
6528,1306,3,112
6529,1306,4,118
6530,1306,5,158
6531,1307,1,371
6532,1307,2,487
6533,1307,3,406
6534,1307,4,58
6535,1307,5,343
6536,1308,1,482
6537,1308,2,490
6538,1308,3,357
6539,1308,4,484
6540,1308,5,475
6541,1309,1,464
6542,1309,2,24
6543,1309,3,28
6544,1309,4,489
6545,1309,5,59
6546,1310,1,357
6547,1310,2,136
6548,1310,3,95
6549,1310,4,29
6550,1310,5,185
6551,1311,1,484
6552,1311,2,322
6553,1311,3,175
6554,1311,4,312
6555,1311,5,149
6556,1312,1,413
6557,1312,2,258
6558,1312,3,419
6559,1312,4,335
6560,1312,5,160
6561,1313,1,413
6562,1313,2,16
6563,1313,3,106
6564,1313,4,18
6565,1313,5,25
6566,1314,1,170
6567,1314,2,137
6568,1314,3,161
6569,1314,4,404
6570,1314,5,142
6571,1315,1,176
6572,1315,2,136
6573,1315,3,293
6574,1315,4,292
6575,1315,5,456
6576,1316,1,451
6577,1316,2,241
6578,1316,3,187
6579,1316,4,469
6580,1316,5,185
6581,1317,1,243
6582,1317,2,304
6583,1317,3,144
6584,1317,4,142
6585,1317,5,154
6586,1318,1,299
6587,1318,2,399
6588,1318,3,150
6589,1318,4,224
6590,1318,5,112
6591,1319,1,93
6592,1319,2,375
6593,1319,3,348
6594,1319,4,484
6595,1319,5,418
6596,1320,1,446
6597,1320,2,262
6598,1320,3,154
6599,1320,4,59
6600,1320,5,270
6601,1321,1,491
6602,1321,2,149
6603,1321,3,159
6604,1321,4,21
6605,1321,5,83
6606,1322,1,210
6607,1322,2,156
6608,1322,3,385
6609,1322,4,373
6610,1322,5,277
6611,1323,1,181
6612,1323,2,337
6613,1323,3,393
6614,1323,4,370
6615,1323,5,12
6616,1324,1,386
6617,1324,2,309
6618,1324,3,45
6619,1324,4,362
6620,1324,5,210
6621,1325,1,112
6622,1325,2,389
6623,1325,3,124
6624,1325,4,239
6625,1325,5,214
6626,1326,1,316
6627,1326,2,467
6628,1326,3,12
6629,1326,4,129
6630,1326,5,182
6631,1327,1,82
6632,1327,2,324
6633,1327,3,165
6634,1327,4,265
6635,1327,5,311
6636,1328,1,435
6637,1328,2,453
6638,1328,3,435
6639,1328,4,401
6640,1328,5,81
6641,1329,1,320
6642,1329,2,76
6643,1329,3,495
6644,1329,4,360
6645,1329,5,19
6646,1330,1,78
6647,1330,2,189
6648,1330,3,358
6649,1330,4,478
6650,1330,5,490
6651,1331,1,325
6652,1331,2,326
6653,1331,3,346
6654,1331,4,16
6655,1331,5,190
6656,1332,1,497
6657,1332,2,213
6658,1332,3,280
6659,1332,4,349
6660,1332,5,375
6661,1333,1,257
6662,1333,2,269
6663,1333,3,37
6664,1333,4,242
6665,1333,5,112
6666,1334,1,367
6667,1334,2,277
6668,1334,3,320
6669,1334,4,429
6670,1334,5,314
6671,1335,1,254
6672,1335,2,464
6673,1335,3,138
6674,1335,4,372
6675,1335,5,41
6676,1336,1,427
6677,1336,2,130
6678,1336,3,474
6679,1336,4,394
6680,1336,5,158
6681,1337,1,392
6682,1337,2,384
6683,1337,3,67
6684,1337,4,452
6685,1337,5,117
6686,1338,1,2
6687,1338,2,105
6688,1338,3,306
6689,1338,4,470
6690,1338,5,46
6691,1339,1,128
6692,1339,2,380
6693,1339,3,72
6694,1339,4,31
6695,1339,5,29
6696,1340,1,58
6697,1340,2,98
6698,1340,3,3
6699,1340,4,154
6700,1340,5,166
6701,1341,1,471
6702,1341,2,302
6703,1341,3,188
6704,1341,4,413
6705,1341,5,17
6706,1342,1,222
6707,1342,2,228
6708,1342,3,202
6709,1342,4,4
6710,1342,5,157
6711,1343,1,450
6712,1343,2,444
6713,1343,3,303
6714,1343,4,275
6715,1343,5,206
6716,1344,1,385
6717,1344,2,88
6718,1344,3,150
6719,1344,4,162
6720,1344,5,419
6721,1345,1,77
6722,1345,2,356
6723,1345,3,238
6724,1345,4,302
6725,1345,5,388
6726,1346,1,192
6727,1346,2,391
6728,1346,3,121
6729,1346,4,300
6730,1346,5,361
6731,1347,1,224
6732,1347,2,129
6733,1347,3,236
6734,1347,4,121
6735,1347,5,339
6736,1348,1,369
6737,1348,2,353
6738,1348,3,485
6739,1348,4,399
6740,1348,5,46
6741,1349,1,386
6742,1349,2,297
6743,1349,3,494
6744,1349,4,483
6745,1349,5,185
6746,1350,1,172
6747,1350,2,345
6748,1350,3,406
6749,1350,4,19
6750,1350,5,47
6751,1351,1,325
6752,1351,2,48
6753,1351,3,274
6754,1351,4,221
6755,1351,5,143
6756,1352,1,207
6757,1352,2,257
6758,1352,3,356
6759,1352,4,53
6760,1352,5,401
6761,1353,1,485
6762,1353,2,3
6763,1353,3,317
6764,1353,4,339
6765,1353,5,449
6766,1354,1,283
6767,1354,2,130
6768,1354,3,11
6769,1354,4,46
6770,1354,5,41
6771,1355,1,422
6772,1355,2,303
6773,1355,3,287
6774,1355,4,151
6775,1355,5,351
6776,1356,1,57
6777,1356,2,24
6778,1356,3,294
6779,1356,4,182
6780,1356,5,44
6781,1357,1,144
6782,1357,2,188
6783,1357,3,397
6784,1357,4,210
6785,1357,5,29
6786,1358,1,220
6787,1358,2,164
6788,1358,3,68
6789,1358,4,306
6790,1358,5,292
6791,1359,1,469
6792,1359,2,97
6793,1359,3,433
6794,1359,4,498
6795,1359,5,293
6796,1360,1,335
6797,1360,2,161
6798,1360,3,101
6799,1360,4,45
6800,1360,5,302
6801,1361,1,200
6802,1361,2,234
6803,1361,3,370
6804,1361,4,194
6805,1361,5,422
6806,1362,1,130
6807,1362,2,439
6808,1362,3,455
6809,1362,4,403
6810,1362,5,433
6811,1363,1,454
6812,1363,2,66
6813,1363,3,3
6814,1363,4,291
6815,1363,5,90
6816,1364,1,365
6817,1364,2,239
6818,1364,3,249
6819,1364,4,180
6820,1364,5,454
6821,1365,1,424
6822,1365,2,469
6823,1365,3,262
6824,1365,4,408
6825,1365,5,464
6826,1366,1,134
6827,1366,2,127
6828,1366,3,89
6829,1366,4,282
6830,1366,5,349
6831,1367,1,496
6832,1367,2,409
6833,1367,3,215
6834,1367,4,2
6835,1367,5,77
6836,1368,1,317
6837,1368,2,218
6838,1368,3,103
6839,1368,4,144
6840,1368,5,49
6841,1369,1,222
6842,1369,2,318
6843,1369,3,332
6844,1369,4,182
6845,1369,5,346
6846,1370,1,185
6847,1370,2,403
6848,1370,3,113
6849,1370,4,189
6850,1370,5,76
6851,1371,1,47
6852,1371,2,400
6853,1371,3,394
6854,1371,4,20
6855,1371,5,266
6856,1372,1,264
6857,1372,2,387
6858,1372,3,410
6859,1372,4,62
6860,1372,5,397
6861,1373,1,299
6862,1373,2,26
6863,1373,3,216
6864,1373,4,431
6865,1373,5,9
6866,1374,1,127
6867,1374,2,220
6868,1374,3,57
6869,1374,4,200
6870,1374,5,122
6871,1375,1,11
6872,1375,2,155
6873,1375,3,179
6874,1375,4,267
6875,1375,5,73
6876,1376,1,63
6877,1376,2,275
6878,1376,3,311
6879,1376,4,464
6880,1376,5,225
6881,1377,1,389
6882,1377,2,293
6883,1377,3,210
6884,1377,4,233
6885,1377,5,262
6886,1378,1,368
6887,1378,2,165
6888,1378,3,386
6889,1378,4,204
6890,1378,5,427
6891,1379,1,192
6892,1379,2,221
6893,1379,3,43
6894,1379,4,289
6895,1379,5,115
6896,1380,1,454
6897,1380,2,16
6898,1380,3,341
6899,1380,4,423
6900,1380,5,34
6901,1381,1,207
6902,1381,2,462
6903,1381,3,80
6904,1381,4,141
6905,1381,5,428
6906,1382,1,207
6907,1382,2,472
6908,1382,3,113
6909,1382,4,353
6910,1382,5,422
6911,1383,1,333
6912,1383,2,354
6913,1383,3,351
6914,1383,4,286
6915,1383,5,233
6916,1384,1,299
6917,1384,2,360
6918,1384,3,203
6919,1384,4,26
6920,1384,5,248
6921,1385,1,492
6922,1385,2,180
6923,1385,3,119
6924,1385,4,171
6925,1385,5,350
6926,1386,1,304
6927,1386,2,220
6928,1386,3,94
6929,1386,4,364
6930,1386,5,381
6931,1387,1,92
6932,1387,2,358
6933,1387,3,241
6934,1387,4,218
6935,1387,5,330
6936,1388,1,219
6937,1388,2,283
6938,1388,3,322
6939,1388,4,29
6940,1388,5,459
6941,1389,1,399
6942,1389,2,462
6943,1389,3,358
6944,1389,4,164
6945,1389,5,334
6946,1390,1,317
6947,1390,2,391
6948,1390,3,198
6949,1390,4,151
6950,1390,5,262
6951,1391,1,11
6952,1391,2,357
6953,1391,3,177
6954,1391,4,311
6955,1391,5,359
6956,1392,1,427
6957,1392,2,490
6958,1392,3,347
6959,1392,4,100
6960,1392,5,295
6961,1393,1,107
6962,1393,2,139
6963,1393,3,102
6964,1393,4,381
6965,1393,5,378
6966,1394,1,260
6967,1394,2,296
6968,1394,3,458
6969,1394,4,42
6970,1394,5,150
6971,1395,1,216
6972,1395,2,286
6973,1395,3,271
6974,1395,4,345
6975,1395,5,330
6976,1396,1,138
6977,1396,2,321
6978,1396,3,242
6979,1396,4,106
6980,1396,5,429
6981,1397,1,267
6982,1397,2,330
6983,1397,3,301
6984,1397,4,254
6985,1397,5,399
6986,1398,1,405
6987,1398,2,176
6988,1398,3,67
6989,1398,4,138
6990,1398,5,177
6991,1399,1,57
6992,1399,2,37
6993,1399,3,292
6994,1399,4,134
6995,1399,5,113
6996,1400,1,289
6997,1400,2,477
6998,1400,3,154
6999,1400,4,4
7000,1400,5,471
7001,1401,1,62
7002,1401,2,7
7003,1401,3,260
7004,1401,4,261
7005,1401,5,274
7006,1402,1,310
7007,1402,2,166
7008,1402,3,50
7009,1402,4,4
7010,1402,5,218
7011,1403,1,473
7012,1403,2,306
7013,1403,3,231
7014,1403,4,84
7015,1403,5,165
7016,1404,1,0
7017,1404,2,36
7018,1404,3,479
7019,1404,4,146
7020,1404,5,485
7021,1405,1,283
7022,1405,2,178
7023,1405,3,124
7024,1405,4,34
7025,1405,5,161
7026,1406,1,445
7027,1406,2,60
7028,1406,3,484
7029,1406,4,131
7030,1406,5,313
7031,1407,1,338
7032,1407,2,349
7033,1407,3,49
7034,1407,4,14
7035,1407,5,354
7036,1408,1,90
7037,1408,2,356
7038,1408,3,367
7039,1408,4,114
7040,1408,5,399
7041,1409,1,250
7042,1409,2,107
7043,1409,3,488
7044,1409,4,187
7045,1409,5,281
7046,1410,1,233
7047,1410,2,45
7048,1410,3,253
7049,1410,4,245
7050,1410,5,20
7051,1411,1,464
7052,1411,2,345
7053,1411,3,232
7054,1411,4,87
7055,1411,5,60
7056,1412,1,132
7057,1412,2,474
7058,1412,3,444
7059,1412,4,437
7060,1412,5,345
7061,1413,1,134
7062,1413,2,113
7063,1413,3,423
7064,1413,4,411
7065,1413,5,392
7066,1414,1,307
7067,1414,2,371
7068,1414,3,105
7069,1414,4,436
7070,1414,5,148
7071,1415,1,418
7072,1415,2,0
7073,1415,3,138
7074,1415,4,100
7075,1415,5,380
7076,1416,1,98
7077,1416,2,498
7078,1416,3,323
7079,1416,4,124
7080,1416,5,413
7081,1417,1,377
7082,1417,2,240
7083,1417,3,246
7084,1417,4,260
7085,1417,5,317
7086,1418,1,490
7087,1418,2,201
7088,1418,3,396
7089,1418,4,287
7090,1418,5,132
7091,1419,1,372
7092,1419,2,495
7093,1419,3,83
7094,1419,4,304
7095,1419,5,440
7096,1420,1,487
7097,1420,2,16
7098,1420,3,416
7099,1420,4,261
7100,1420,5,43
7101,1421,1,415
7102,1421,2,459
7103,1421,3,339
7104,1421,4,364
7105,1421,5,95
7106,1422,1,292
7107,1422,2,430
7108,1422,3,84
7109,1422,4,21
7110,1422,5,252
7111,1423,1,312
7112,1423,2,82
7113,1423,3,298
7114,1423,4,18
7115,1423,5,10
7116,1424,1,243
7117,1424,2,379
7118,1424,3,200
7119,1424,4,229
7120,1424,5,52
7121,1425,1,114
7122,1425,2,387
7123,1425,3,315
7124,1425,4,0
7125,1425,5,1
7126,1426,1,448
7127,1426,2,237
7128,1426,3,212
7129,1426,4,417
7130,1426,5,109
7131,1427,1,247
7132,1427,2,264
7133,1427,3,199
7134,1427,4,143
7135,1427,5,47
7136,1428,1,259
7137,1428,2,57
7138,1428,3,44
7139,1428,4,310
7140,1428,5,318
7141,1429,1,227
7142,1429,2,441
7143,1429,3,191
7144,1429,4,369
7145,1429,5,320
7146,1430,1,327
7147,1430,2,445
7148,1430,3,155
7149,1430,4,231
7150,1430,5,240
7151,1431,1,176
7152,1431,2,360
7153,1431,3,47
7154,1431,4,96
7155,1431,5,450
7156,1432,1,188
7157,1432,2,222
7158,1432,3,315
7159,1432,4,453
7160,1432,5,158
7161,1433,1,7
7162,1433,2,38
7163,1433,3,428
7164,1433,4,493
7165,1433,5,429
7166,1434,1,7
7167,1434,2,356
7168,1434,3,437
7169,1434,4,442
7170,1434,5,212
7171,1435,1,357
7172,1435,2,80
7173,1435,3,24
7174,1435,4,404
7175,1435,5,56
7176,1436,1,65
7177,1436,2,13
7178,1436,3,321
7179,1436,4,438
7180,1436,5,198
7181,1437,1,206
7182,1437,2,82
7183,1437,3,259
7184,1437,4,442
7185,1437,5,117
7186,1438,1,213
7187,1438,2,322
7188,1438,3,37
7189,1438,4,1
7190,1438,5,219
7191,1439,1,84
7192,1439,2,325
7193,1439,3,469
7194,1439,4,278
7195,1439,5,442
7196,1440,1,288
7197,1440,2,377
7198,1440,3,128
7199,1440,4,406
7200,1440,5,420
7201,1441,1,468
7202,1441,2,432
7203,1441,3,298
7204,1441,4,293
7205,1441,5,380
7206,1442,1,326
7207,1442,2,187
7208,1442,3,4
7209,1442,4,145
7210,1442,5,484
7211,1443,1,201
7212,1443,2,125
7213,1443,3,101
7214,1443,4,453
7215,1443,5,292
7216,1444,1,28
7217,1444,2,203
7218,1444,3,482
7219,1444,4,60
7220,1444,5,262
7221,1445,1,10
7222,1445,2,372
7223,1445,3,62
7224,1445,4,447
7225,1445,5,10
7226,1446,1,317
7227,1446,2,405
7228,1446,3,468
7229,1446,4,276
7230,1446,5,252
7231,1447,1,339
7232,1447,2,311
7233,1447,3,172
7234,1447,4,417
7235,1447,5,206
7236,1448,1,85
7237,1448,2,400
7238,1448,3,153
7239,1448,4,455
7240,1448,5,490
7241,1449,1,481
7242,1449,2,247
7243,1449,3,370
7244,1449,4,304
7245,1449,5,369
7246,1450,1,386
7247,1450,2,212
7248,1450,3,479
7249,1450,4,92
7250,1450,5,386
7251,1451,1,155
7252,1451,2,454
7253,1451,3,490
7254,1451,4,455
7255,1451,5,242
7256,1452,1,70
7257,1452,2,310
7258,1452,3,448
7259,1452,4,187
7260,1452,5,243
7261,1453,1,104
7262,1453,2,328
7263,1453,3,218
7264,1453,4,213
7265,1453,5,17
7266,1454,1,465
7267,1454,2,123
7268,1454,3,44
7269,1454,4,353
7270,1454,5,461
7271,1455,1,483
7272,1455,2,295
7273,1455,3,181
7274,1455,4,269
7275,1455,5,426
7276,1456,1,298
7277,1456,2,170
7278,1456,3,370
7279,1456,4,388
7280,1456,5,119
7281,1457,1,20
7282,1457,2,402
7283,1457,3,354
7284,1457,4,254
7285,1457,5,77
7286,1458,1,270
7287,1458,2,237
7288,1458,3,178
7289,1458,4,462
7290,1458,5,304
7291,1459,1,434
7292,1459,2,337
7293,1459,3,166
7294,1459,4,148
7295,1459,5,274
7296,1460,1,461
7297,1460,2,477
7298,1460,3,83
7299,1460,4,41
7300,1460,5,437
7301,1461,1,39
7302,1461,2,406
7303,1461,3,25
7304,1461,4,426
7305,1461,5,183
7306,1462,1,463
7307,1462,2,234
7308,1462,3,219
7309,1462,4,45
7310,1462,5,235
7311,1463,1,362
7312,1463,2,456
7313,1463,3,475
7314,1463,4,176
7315,1463,5,28
7316,1464,1,425
7317,1464,2,481
7318,1464,3,10
7319,1464,4,281
7320,1464,5,40
7321,1465,1,410
7322,1465,2,154
7323,1465,3,369
7324,1465,4,491
7325,1465,5,221
7326,1466,1,119
7327,1466,2,395
7328,1466,3,323
7329,1466,4,157
7330,1466,5,219
7331,1467,1,258
7332,1467,2,125
7333,1467,3,411
7334,1467,4,455
7335,1467,5,476
7336,1468,1,156
7337,1468,2,242
7338,1468,3,268
7339,1468,4,432
7340,1468,5,116
7341,1469,1,279
7342,1469,2,495
7343,1469,3,460
7344,1469,4,80
7345,1469,5,2
7346,1470,1,336
7347,1470,2,253
7348,1470,3,357
7349,1470,4,450
7350,1470,5,485
7351,1471,1,222
7352,1471,2,60
7353,1471,3,309
7354,1471,4,361
7355,1471,5,163
7356,1472,1,247
7357,1472,2,45
7358,1472,3,210
7359,1472,4,475
7360,1472,5,174
7361,1473,1,286
7362,1473,2,129
7363,1473,3,192
7364,1473,4,269
7365,1473,5,328
7366,1474,1,298
7367,1474,2,347
7368,1474,3,196
7369,1474,4,156
7370,1474,5,80
7371,1475,1,477
7372,1475,2,300
7373,1475,3,332
7374,1475,4,59
7375,1475,5,379
7376,1476,1,391
7377,1476,2,264
7378,1476,3,72
7379,1476,4,174
7380,1476,5,449
7381,1477,1,200
7382,1477,2,312
7383,1477,3,413
7384,1477,4,429
7385,1477,5,97
7386,1478,1,306
7387,1478,2,31
7388,1478,3,254
7389,1478,4,499
7390,1478,5,259
7391,1479,1,137
7392,1479,2,22
7393,1479,3,336
7394,1479,4,115
7395,1479,5,53
7396,1480,1,155
7397,1480,2,137
7398,1480,3,256
7399,1480,4,424
7400,1480,5,377
7401,1481,1,193
7402,1481,2,493
7403,1481,3,332
7404,1481,4,278
7405,1481,5,177
7406,1482,1,497
7407,1482,2,151
7408,1482,3,389
7409,1482,4,408
7410,1482,5,122
7411,1483,1,379
7412,1483,2,136
7413,1483,3,126
7414,1483,4,134
7415,1483,5,274
